Source,Target,Weight,Type
"Zuckerkandl, Berta","Wien",64,Directed
"Zuckerkandl, Berta","Paris",34,Directed
"Zuckerkandl, Berta","Frankreich",25,Directed
"Zuckerkandl, Berta","Berlin",12,Directed
"Zuckerkandl, Berta","Österreich",6,Directed
"Zuckerkandl, Berta","München",4,Directed
"Zuckerkandl, Berta","Schweiz",4,Directed
"Zuckerkandl, Berta","27, Rue Lemercier",4,Directed
"Zuckerkandl, Berta","England",3,Directed
"Zuckerkandl, Berta","Théâtre Antoine-Simone Berriau",3,Directed
"Zuckerkandl, Berta","Sternwartestraße 71",3,Directed
"Zuckerkandl, Berta","Haus Mahler",3,Directed
"Zuckerkandl, Berta","Breitenstein am Semmering",3,Directed
"Zuckerkandl, Berta","Bad Gastein",3,Directed
"Zuckerkandl, Berta","Deutschland",3,Directed
"Zuckerkandl, Berta","10, Rue Daubigny",3,Directed
"Zuckerkandl, Berta","Caux",3,Directed
"Zuckerkandl, Berta","Territet",3,Directed
"Zuckerkandl, Berta","Nusswaldgasse 22",2,Directed
"Zuckerkandl, Berta","Menton",2,Directed
"Zuckerkandl, Berta","Garmisch-Partenkirchen",2,Directed
"Zuckerkandl, Berta","Österreich-Ungarn",2,Directed
"Zuckerkandl, Berta","Hamburg",2,Directed
"Zuckerkandl, Berta","Genfer See",2,Directed
"Zuckerkandl, Berta","Genf",2,Directed
"Zuckerkandl, Berta","Semmering",2,Directed
"Zuckerkandl, Berta","Rax",2,Directed
"Zuckerkandl, Berta","Salzburg",2,Directed
"Zuckerkandl, Berta","12, Avenue d’Eylau",2,Directed
"Zuckerkandl, Berta","Vereinigte Staaten von Amerika [USA]",2,Directed
"Zuckerkandl, Berta","6, Rue Mouton Duvernet",2,Directed
"Zuckerkandl, Berta","Venedig",2,Directed
"Zuckerkandl, Berta","Hotel Esplanade [Berlin]",2,Directed
"Zuckerkandl, Berta","Hôtel Ronceray",2,Directed
"Zuckerkandl, Berta","Odéon",2,Directed
"Zuckerkandl, Berta","Reichstag",2,Directed
"Zuckerkandl, Berta","Oppolzergasse 6",2,Directed
"Zuckerkandl, Berta","Triest",2,Directed
"Zuckerkandl, Berta","Marienbad",2,Directed
"Zuckerkandl, Berta","Franzensbad",2,Directed
"Zuckerkandl, Berta","Grand Hôtel National [Menton]",1,Directed
"Zuckerkandl, Berta","Ligurien",1,Directed
"Zuckerkandl, Berta","Monte Carlo",1,Directed
"Zuckerkandl, Berta","Nizza",1,Directed
"Zuckerkandl, Berta","84, rue de Longchamp",1,Directed
"Zuckerkandl, Berta","Hotel Axenstein",1,Directed
"Zuckerkandl, Berta","Vierwaldstättersee",1,Directed
"Zuckerkandl, Berta","Axenstein",1,Directed
"Zuckerkandl, Berta","Auvergne",1,Directed
"Zuckerkandl, Berta","Théâtre de la Porte Saint-Martin",1,Directed
"Zuckerkandl, Berta","Théâtre de la Renaissance",1,Directed
"Zuckerkandl, Berta","Burgtheater",1,Directed
"Zuckerkandl, Berta","Europa",1,Directed
"Zuckerkandl, Berta","Prag",1,Directed
"Zuckerkandl, Berta","Dresden",1,Directed
"Zuckerkandl, Berta","Urania Theater",1,Directed
"Zuckerkandl, Berta","Regensburg",1,Directed
"Zuckerkandl, Berta","Anninger",1,Directed
"Zuckerkandl, Berta","Russland",1,Directed
"Zuckerkandl, Berta","Przemyśl",1,Directed
"Zuckerkandl, Berta","Bern",1,Directed
"Zuckerkandl, Berta","Feldkirch",1,Directed
"Zuckerkandl, Berta","XVIII., Währing",1,Directed
"Zuckerkandl, Berta","Ouchy",1,Directed
"Zuckerkandl, Berta","Kreuzberg [Breitenstein]",1,Directed
"Zuckerkandl, Berta","Attnang-Puchheim",1,Directed
"Zuckerkandl, Berta","Altaussee",1,Directed
"Zuckerkandl, Berta","Reichenau an der Rax",1,Directed
"Zuckerkandl, Berta","place Chopin",1,Directed
"Zuckerkandl, Berta","18, rue de l’Odéon",1,Directed
"Zuckerkandl, Berta","Versailles",1,Directed
"Zuckerkandl, Berta","Ruhrgebiet",1,Directed
"Zuckerkandl, Berta","Skandinavien",1,Directed
"Zuckerkandl, Berta","Dänemark",1,Directed
"Zuckerkandl, Berta","Little Theatre in the Adelphi",1,Directed
"Zuckerkandl, Berta","London",1,Directed
"Zuckerkandl, Berta","Kopenhagen",1,Directed
"Zuckerkandl, Berta","Stockholm",1,Directed
"Zuckerkandl, Berta","9, Rue Le Peletier",1,Directed
"Zuckerkandl, Berta","Leipzig",1,Directed
"Zuckerkandl, Berta","Paul Zsolnay Verlag",1,Directed
"Zuckerkandl, Berta","Comédie française",1,Directed
"Zuckerkandl, Berta","Dunkirk",1,Directed
"Zuckerkandl, Berta","Baden-Baden",1,Directed
"Zuckerkandl, Berta","Südtirol",1,Directed
"Zuckerkandl, Berta","Am Kobenzl",1,Directed
"Zuckerkandl, Berta","Schlosshotel Cobenzl",1,Directed
"Zuckerkandl, Berta","Meran",1,Directed
"Zuckerkandl, Berta","Bozen",1,Directed
"Zuckerkandl, Berta","Dolomiten",1,Directed
"Zuckerkandl, Berta","Engadin",1,Directed
"Zuckerkandl, Berta","Forte dei Marmi",1,Directed
"Zuckerkandl, Berta","Tyrrhenisches Meer",1,Directed
"Zuckerkandl, Berta","Florenz",1,Directed
"Zuckerkandl, Berta","Schiller-Theater",1,Directed
"Zuckerkandl, Berta","Vevey",1,Directed
"Zuckerkandl, Berta","Hôtel d' Angleterre",1,Directed
"Zuckerkandl, Berta","Théâtre Albert Ier",1,Directed
"Zuckerkandl, Berta","Ungarn",1,Directed
"Zuckerkandl, Berta","Niederlande",1,Directed
"Zuckerkandl, Berta","Tschechoslowakei",1,Directed
"Zuckerkandl, Berta","22, Avenue de l’Observatoire",1,Directed
"Zuckerkandl, Berta","Mittelmeer",1,Directed
"Zuckerkandl, Berta","Lissabon",1,Directed
"Zuckerkandl, Berta","Gran Canaria",1,Directed
"Zuckerkandl, Berta","6, Rue Anatole de la Forge",1,Directed
"Zuckerkandl, Berta","Istanbul",1,Directed
"Zuckerkandl, Berta","I., Innere Stadt",1,Directed
"Zuckerkandl, Berta","Bosporus",1,Directed
"Zuckerkandl, Berta","Korfu",1,Directed
"Zuckerkandl, Berta","Athen",1,Directed
"Zuckerkandl, Berta","Rhodos",1,Directed
"Zuckerkandl, Berta","Romandie",1,Directed
"Zuckerkandl, Berta","Conrad Strochner-Straße 3",1,Directed
"Zuckerkandl, Berta","Hôtel des Alpes-Grand Hôtel",1,Directed
"Zuckerkandl, Berta","Évian-les-Bains",1,Directed
"Zuckerkandl, Berta","Théâtre des Champs-Élysées",1,Directed
"Zuckerkandl, Berta","Purkersdorf",1,Directed
"Zuckerkandl, Berta","Sanatorium Purkersdorf",1,Directed
