Source,Target,Weight,Type
"Zweig, Stefan","Wien",149,Directed
"Zweig, Stefan","Sternwartestraße 71",73,Directed
"Zweig, Stefan","Salzburg",52,Directed
"Zweig, Stefan","Kochgasse 8",41,Directed
"Zweig, Stefan","Paschinger Schlössl",30,Directed
"Zweig, Stefan","XVIII., Währing",24,Directed
"Zweig, Stefan","VIII., Josefstadt",15,Directed
"Zweig, Stefan","Währinger Cottage",14,Directed
"Zweig, Stefan","Berlin",11,Directed
"Zweig, Stefan","Schweiz",11,Directed
"Zweig, Stefan","Burgtheater",10,Directed
"Zweig, Stefan","Paris",10,Directed
"Zweig, Stefan","Frankreich",9,Directed
"Zweig, Stefan","Russland",8,Directed
"Zweig, Stefan","Edmund-Weiß-Gasse",7,Directed
"Zweig, Stefan","New York City",6,Directed
"Zweig, Stefan","Österreich",6,Directed
"Zweig, Stefan","I., Innere Stadt",5,Directed
"Zweig, Stefan","Deutschland",5,Directed
"Zweig, Stefan","IX., Alsergrund",5,Directed
"Zweig, Stefan","Österreichischer Hof",5,Directed
"Zweig, Stefan","Meran",4,Directed
"Zweig, Stefan","Volkshochschule Ottakring",4,Directed
"Zweig, Stefan","München",4,Directed
"Zweig, Stefan","Wiener Konzerthaus",4,Directed
"Zweig, Stefan","Restauration Türkenschanz-Park",3,Directed
"Zweig, Stefan","Semmering",3,Directed
"Zweig, Stefan","Sankt Petersburg",3,Directed
"Zweig, Stefan","Amerika",3,Directed
"Zweig, Stefan","Kuba",3,Directed
"Zweig, Stefan","Kanada",3,Directed
"Zweig, Stefan","Bermuda",3,Directed
"Zweig, Stefan","Südamerika",3,Directed
"Zweig, Stefan","Chicago",3,Directed
"Zweig, Stefan","Nordamerika",3,Directed
"Zweig, Stefan","Hamburg",3,Directed
"Zweig, Stefan","Vereinigte Staaten von Amerika [USA]",3,Directed
"Zweig, Stefan","Haselbrunnerstraße 12",3,Directed
"Zweig, Stefan","Kapuzinerberg",3,Directed
"Zweig, Stefan","Zermatt",3,Directed
"Zweig, Stefan","Venedig",3,Directed
"Zweig, Stefan","Spanien",3,Directed
"Zweig, Stefan","Hinterbrühl",2,Directed
"Zweig, Stefan","Südtirol",2,Directed
"Zweig, Stefan","Volkstheater",2,Directed
"Zweig, Stefan","Weimar",2,Directed
"Zweig, Stefan","Schneeberg",2,Directed
"Zweig, Stefan","Hôtel de Beaujolais",2,Directed
"Zweig, Stefan","VII., Neubau",2,Directed
"Zweig, Stefan","Hôtel Beau-Séjour",2,Directed
"Zweig, Stefan","Italien",2,Directed
"Zweig, Stefan","Allgemeine Poliklinik [neues Gebäude]",2,Directed
"Zweig, Stefan","England",2,Directed
"Zweig, Stefan","Schweden",2,Directed
"Zweig, Stefan","Grand Hotel de L’Europe, G. Jung",2,Directed
"Zweig, Stefan","Vereinigtes Königreich",2,Directed
"Zweig, Stefan","Santa Maria Gloriosa dei Frari",2,Directed
"Zweig, Stefan","Österreich-Ungarn",2,Directed
"Zweig, Stefan","Garnisongasse 10",2,Directed
