Source,Target,Weight,Type
"Mamroth, Fedor","Wien",486,Directed
"Mamroth, Fedor","Berlin",287,Directed
"Mamroth, Fedor","Paris",198,Directed
"Mamroth, Fedor","Dessauer Straße",138,Directed
"Mamroth, Fedor","Frankfurt am Main",111,Directed
"Mamroth, Fedor","rue Feydeau",89,Directed
"Mamroth, Fedor","Frankreich",53,Directed
"Mamroth, Fedor","Österreich",48,Directed
"Mamroth, Fedor","Deutschland",45,Directed
"Mamroth, Fedor","Frankgasse 1",42,Directed
"Mamroth, Fedor","Bad Ischl",41,Directed
"Mamroth, Fedor","Salzburg",36,Directed
"Mamroth, Fedor","Deutsches Theater Berlin",36,Directed
"Mamroth, Fedor","IX., Alsergrund",33,Directed
"Mamroth, Fedor","Edmund-Weiß-Gasse 7",32,Directed
"Mamroth, Fedor","München",29,Directed
"Mamroth, Fedor","Italien",29,Directed
"Mamroth, Fedor","Südtirol",26,Directed
"Mamroth, Fedor","rue de la Bourse",26,Directed
"Mamroth, Fedor","Tirol",24,Directed
"Mamroth, Fedor","Schweiz",24,Directed
"Mamroth, Fedor","rue Richelieu",21,Directed
"Mamroth, Fedor","Prag",21,Directed
"Mamroth, Fedor","Breslau",17,Directed
"Mamroth, Fedor","China",17,Directed
"Mamroth, Fedor","Dänemark",15,Directed
"Mamroth, Fedor","Kopenhagen",15,Directed
"Mamroth, Fedor","Seidengasse",14,Directed
"Mamroth, Fedor","Brüssel",14,Directed
"Mamroth, Fedor","Florenz",14,Directed
"Mamroth, Fedor","Welsberg-Taisten",14,Directed
"Mamroth, Fedor","Berggasse",13,Directed
"Mamroth, Fedor","Europa",12,Directed
"Mamroth, Fedor","XVIII., Währing",12,Directed
"Mamroth, Fedor","Hamburg",11,Directed
"Mamroth, Fedor","Bad Tölz",11,Directed
"Mamroth, Fedor","Wörthersee",11,Directed
"Mamroth, Fedor","Hinterbrühl",11,Directed
"Mamroth, Fedor","Venedig",10,Directed
"Mamroth, Fedor","Shanghai",10,Directed
"Mamroth, Fedor","Leipzig",9,Directed
"Mamroth, Fedor","Burgtheater",9,Directed
"Mamroth, Fedor","Marienbad",9,Directed
