Source,CorrID,Target,PlaceID,Overallcount,Type,Label,Weight
"Richard Beer-Hofmann","10863","Wien","50","1647","Directed","Richard Beer-Hofmann–Wien","404"
"Richard Beer-Hofmann","10863","Wollzeile","338","151","Directed","Richard Beer-Hofmann–Wollzeile","147"
"Richard Beer-Hofmann","10863","Bad Ischl","213","211","Directed","Richard Beer-Hofmann–Bad Ischl","111"
"Richard Beer-Hofmann","10863","XVIII., Währing","68","210","Directed","Richard Beer-Hofmann–XVIII., Währing","85"
"Richard Beer-Hofmann","10863","Rodaun","173","173","Directed","Richard Beer-Hofmann–Rodaun","78"
"Richard Beer-Hofmann","10863","Hasenauerstraße","383","76","Directed","Richard Beer-Hofmann–Hasenauerstraße","75"
"Richard Beer-Hofmann","10863","Salzburg","30","194","Directed","Richard Beer-Hofmann–Salzburg","69"
"Richard Beer-Hofmann","10863","Edmund-Weiß-Gasse 7","168940","318","Directed","Richard Beer-Hofmann–Edmund-Weiß-Gasse 7","68"
"Richard Beer-Hofmann","10863","Österreich","41240","219","Directed","Richard Beer-Hofmann–Österreich","62"
"Richard Beer-Hofmann","10863","Frankgasse 1","168934","225","Directed","Richard Beer-Hofmann–Frankgasse 1","56"
"Richard Beer-Hofmann","10863","Liesingerstraße","40101","52","Directed","Richard Beer-Hofmann–Liesingerstraße","52"
"Richard Beer-Hofmann","10863","Sternwartestraße 71","168815","259","Directed","Richard Beer-Hofmann–Sternwartestraße 71","40"
"Richard Beer-Hofmann","10863","Berlin","168","570","Directed","Richard Beer-Hofmann–Berlin","38"
"Richard Beer-Hofmann","10863","Bad Aussee","415","69","Directed","Richard Beer-Hofmann–Bad Aussee","29"
"Richard Beer-Hofmann","10863","Venedig","462","68","Directed","Richard Beer-Hofmann–Venedig","29"
"Richard Beer-Hofmann","10863","Kärnten","651","36","Directed","Richard Beer-Hofmann–Kärnten","29"
"Richard Beer-Hofmann","10863","Altaussee","34401","45","Directed","Richard Beer-Hofmann–Altaussee","29"
"Richard Beer-Hofmann","10863","Seeboden","34824","23","Directed","Richard Beer-Hofmann–Seeboden","23"
"Richard Beer-Hofmann","10863","Vahrn","946","28","Directed","Richard Beer-Hofmann–Vahrn","22"
"Richard Beer-Hofmann","10863","Italien","40306","71","Directed","Richard Beer-Hofmann–Italien","22"
"Richard Beer-Hofmann","10863","Semmering","189","91","Directed","Richard Beer-Hofmann–Semmering","21"
"Richard Beer-Hofmann","10863","Kopenhagen","36300","111","Directed","Richard Beer-Hofmann–Kopenhagen","21"
"Richard Beer-Hofmann","10863","Pörtschach","44278","27","Directed","Richard Beer-Hofmann–Pörtschach","21"
"Richard Beer-Hofmann","10863","Eglmoosgasse","766","20","Directed","Richard Beer-Hofmann–Eglmoosgasse","20"
"Richard Beer-Hofmann","10863","Steindorf am Ossiacher See","34860","22","Directed","Richard Beer-Hofmann–Steindorf am Ossiacher See","20"
"Richard Beer-Hofmann","10863","München","45258","154","Directed","Richard Beer-Hofmann–München","20"
"Richard Beer-Hofmann","10863","Café Griensteidl","34","40","Directed","Richard Beer-Hofmann–Café Griensteidl","19"
"Richard Beer-Hofmann","10863","Florenz","263","41","Directed","Richard Beer-Hofmann–Florenz","17"
"Richard Beer-Hofmann","10863","Hotel und Pension Rudolfshöhe (Leopold Petter)","414","44","Directed","Richard Beer-Hofmann–Hotel und Pension Rudolfshöhe (Leopold Petter)","17"
"Richard Beer-Hofmann","10863","Tirol","423","34","Directed","Richard Beer-Hofmann–Tirol","16"
"Richard Beer-Hofmann","10863","Salzkammergut","429","33","Directed","Richard Beer-Hofmann–Salzkammergut","16"
"Richard Beer-Hofmann","10863","Villa Platzer","40788","16","Directed","Richard Beer-Hofmann–Villa Platzer","16"
