Source,Target,Weight,Type
"Salten, Felix","Tagebuch",45,Directed
"Salten, Felix","Die Zeit",29,Directed
"Salten, Felix","Wiener Allgemeine Zeitung",19,Directed
"Salten, Felix","Neue Freie Presse",18,Directed
"Salten, Felix","Der Schleier der Beatrice. Schauspiel in fünf Akten",18,Directed
"Salten, Felix","Der einsame Weg. Schauspiel in fünf Akten",13,Directed
"Salten, Felix","Liebelei. Schauspiel in drei Akten",12,Directed
"Salten, Felix","Die kleine Veronika",9,Directed
"Salten, Felix","Zum großen Wurstel. Burleske in einem Akt",8,Directed
"Salten, Felix","Anatol",7,Directed
"Salten, Felix","Das Märchen. Schauspiel in drei Aufzügen",7,Directed
"Salten, Felix","Börsenblatt für den Deutschen Buchhandel",7,Directed
"Salten, Felix","Der Hinterbliebene. Kurze Novellen",7,Directed
"Salten, Felix","Der Weg ins Freie. Roman",7,Directed
"Salten, Felix","Der Ruf des Lebens. Schauspiel in drei Akten",7,Directed
"Salten, Felix","B.Z. am Mittag",7,Directed
"Salten, Felix","Freiwild. Schauspiel in 3 Akten",6,Directed
"Salten, Felix","Die Frau mit dem Dolche",6,Directed
"Salten, Felix","Der Schrei der Liebe. Novelle",6,Directed
"Salten, Felix","Vom andern Ufer. Einakter",6,Directed
"Salten, Felix","Abschiedssouper",5,Directed
"Salten, Felix","Neue Deutsche Rundschau",5,Directed
"Salten, Felix","Die Zeit. Wiener Wochenschrift",5,Directed
"Salten, Felix","Erinnerungen",5,Directed
"Salten, Felix","Wiener Allgemeine Montags-Zeitung",5,Directed
"Salten, Felix","Die Insel. Monatsschrift mit Buchschmuck und Illustrationen",5,Directed
"Salten, Felix","Lebendige Stunden. Vier Einakter",5,Directed
"Salten, Felix","Dämmerseele",5,Directed
"Salten, Felix","Die neue Rundschau",5,Directed
"Salten, Felix","Begräbnis",4,Directed
"Salten, Felix","Heldentod",4,Directed
"Salten, Felix","Die Münchener Kunstausstellungen. I. Im königl. Glaspalast",4,Directed
"Salten, Felix","Die Münchener Kunstausstellungen. II. Im königl. Glaspalast",4,Directed
"Salten, Felix","Münchener Brief. (Orig.-Corr. der »Wiener Allg. Ztg.«)",4,Directed
"Salten, Felix","Das Vermächtnis. Schauspiel in drei Akten",4,Directed
"Salten, Felix","Reigen. Zehn Dialoge",4,Directed
"Salten, Felix","Der Gemeine. Schauspiel in drei Aufzügen",4,Directed
"Salten, Felix","Der grüne Kakadu. Groteske in einem Akt",4,Directed
"Salten, Felix","Literatur",4,Directed
"Salten, Felix","Der Hund von Florenz",4,Directed
"Salten, Felix","Schiller-Feier",4,Directed
"Salten, Felix","Die Schaubühne",4,Directed
"Salten, Felix","Morgen. Wochenschrift für deutsche Kultur",4,Directed
"Salten, Felix","Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen",4,Directed
"Salten, Felix","Sterben. Novelle",3,Directed
"Salten, Felix","Neues Wiener Journal",3,Directed
"Salten, Felix","Quer durch den Wurstelprater",3,Directed
"Salten, Felix","Frankfurter Zeitung",3,Directed
"Salten, Felix","Der Hinterbliebene",3,Directed
"Salten, Felix","Flucht",3,Directed
"Salten, Felix","Agnes Jordan. Schauspiel in fünf Akten",3,Directed
"Salten, Felix","Wiener Allgemeine Rundschau",3,Directed
"Salten, Felix","Lebendige Stunden",3,Directed
"Salten, Felix","Olga Frohgemuth. Erzählung",3,Directed
"Salten, Felix","Frau Bertha Garlan. Roman",3,Directed
