Source,Target,Weight,Type
"Bahr, Hermann","Reigen. Zehn Dialoge",20,Directed
"Bahr, Hermann","Liebelei. Schauspiel in drei Akten",12,Directed
"Bahr, Hermann","Der Schleier der Beatrice. Schauspiel in fünf Akten",12,Directed
"Bahr, Hermann","Der einsame Weg. Schauspiel in fünf Akten",11,Directed
"Bahr, Hermann","Die Toten schweigen",10,Directed
"Bahr, Hermann","Der Puppenspieler. Studie in einem Aufzuge",10,Directed
"Bahr, Hermann","Lebendige Stunden. Vier Einakter",10,Directed
"Bahr, Hermann","Der Ruf des Lebens. Schauspiel in drei Akten",10,Directed
"Bahr, Hermann","Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen",10,Directed
"Bahr, Hermann","Die Frau mit dem Dolche",9,Directed
"Bahr, Hermann","Die Frau des Weisen. Erzählung",8,Directed
"Bahr, Hermann","Der grüne Kakadu. Groteske in einem Akt",8,Directed
"Bahr, Hermann","Lieutenant Gustl. Novelle",8,Directed
"Bahr, Hermann","Der Meister. Komödie in drei Akten",8,Directed
"Bahr, Hermann","Literatur",8,Directed
"Bahr, Hermann","Zwischenspiel. Komödie in drei Akten",8,Directed
"Bahr, Hermann","Börsenblatt für den Deutschen Buchhandel",7,Directed
"Bahr, Hermann","Anatol",6,Directed
"Bahr, Hermann","Das Märchen. Schauspiel in drei Aufzügen",6,Directed
"Bahr, Hermann","Das Tschaperl. Ein Wiener Stück in vier Aufzügen",6,Directed
"Bahr, Hermann","Die Gefährtin. Schauspiel in einem Akt",6,Directed
"Bahr, Hermann","Die letzten Masken",6,Directed
"Bahr, Hermann","Lebendige Stunden",6,Directed
"Bahr, Hermann","Abschiedssouper",5,Directed
"Bahr, Hermann","Spaziergang",5,Directed
"Bahr, Hermann","Die Zeit. Wiener Wochenschrift",5,Directed
"Bahr, Hermann","Cosmopolis",5,Directed
"Bahr, Hermann","Die gelbe Nachtigall",5,Directed
"Bahr, Hermann","Später Ruhm",4,Directed
"Bahr, Hermann","Freiwild. Schauspiel in 3 Akten",4,Directed
"Bahr, Hermann","Das Vermächtnis. Schauspiel in drei Akten",4,Directed
"Bahr, Hermann","Paracelsus. Versspiel in einem Akt",4,Directed
"Bahr, Hermann","Neue Freie Presse",4,Directed
"Bahr, Hermann","Neues Wiener Journal",4,Directed
"Bahr, Hermann","Die neue Rundschau",4,Directed
"Bahr, Hermann","Tristan und Isolde",4,Directed
"Bahr, Hermann","Der arme Narr. Lustspiel in einem Akt",4,Directed
"Bahr, Hermann","Brehms Tierleben",4,Directed
"Bahr, Hermann","Das Konzert. Lustspiel in drei Akten",4,Directed
"Bahr, Hermann","Tagebuch",3,Directed
"Bahr, Hermann","Der Star. Ein Wiener Stück in vier Akten",3,Directed
"Bahr, Hermann","Der Franzl. Fünf Bilder aus dem Leben eines guten Mannes",3,Directed
"Bahr, Hermann","Marionetten. Drei Einakter",3,Directed
"Bahr, Hermann","Neues Wiener Tagblatt",3,Directed
"Bahr, Hermann","Die Pantomime vom braven Manne",3,Directed
"Bahr, Hermann","Der Krampus. Lustspiel in drei Aufzügen",3,Directed
"Bahr, Hermann","Wienerinnen. Lustspiel in drei Akten",3,Directed
"Bahr, Hermann","Der Apostel. Schauspiel in drei Aufzügen",3,Directed
"Bahr, Hermann","Rezensionen. Wiener Theater 1901 bis 1903",3,Directed
"Bahr, Hermann","Die Zeit",3,Directed
"Bahr, Hermann","Excentric",3,Directed
"Bahr, Hermann","Unter sich. Ein Arme-Leut’-Stück",3,Directed
"Bahr, Hermann","Sanna. Schauspiel in fünf Aufzügen",3,Directed
"Bahr, Hermann","Der Faun. Ein Akt",3,Directed
"Bahr, Hermann","Hamlet",3,Directed
"Bahr, Hermann","Drut. Roman",3,Directed
"Bahr, Hermann","Tagebuch [Kolumne im Neuen Wiener Journal]",3,Directed
"Bahr, Hermann","Artifex",2,Directed
"Bahr, Hermann","Renaissance. Neue Studien zur Kritik der Moderne",2,Directed
"Bahr, Hermann","Der Ehrentag",2,Directed
"Bahr, Hermann","Bei Beiden",2,Directed
"Bahr, Hermann","Neue Deutsche Rundschau",2,Directed
"Bahr, Hermann","Magazin für die Literatur des Auslandes",2,Directed
"Bahr, Hermann","Premièren. (Zur Première des Lustspiels »Unser Käthchen« von Theodor Herzl im Deutschen Volkstheater am 4. Februar 1898)",2,Directed
"Bahr, Hermann","Die Hochzeit der Sobeide",2,Directed
"Bahr, Hermann","Zum großen Wurstel. Burleske in einem Akt",2,Directed
"Bahr, Hermann","Frau Bertha Garlan. Roman",2,Directed
"Bahr, Hermann","Erotisch",2,Directed
"Bahr, Hermann","Wirkung in die Ferne und Anderes",2,Directed
"Bahr, Hermann","Genesung. Roman",2,Directed
"Bahr, Hermann","Dialog vom Tragischen",2,Directed
"Bahr, Hermann","Dialog vom Tragischen",2,Directed
"Bahr, Hermann","Arthur Schnitzler und sein »Reigen«",2,Directed
"Bahr, Hermann","Der Puppenspieler. (Studie in einem Aufzuge von Arthur Schnitzler. Zum ersten Mal aufgeführt im Carl-Theater am 12. Dezember 1904)",2,Directed
"Bahr, Hermann","3. Sinfonie in d-Moll",2,Directed
"Bahr, Hermann","Die Andere",2,Directed
"Bahr, Hermann","Der Klub der Erlöser. Ein Akt",2,Directed
"Bahr, Hermann","Die tiefe Natur. Ein Akt",2,Directed
"Bahr, Hermann","Hedda Gabler",2,Directed
"Bahr, Hermann","Brief an Arthur Schnitzler",2,Directed
"Bahr, Hermann","Dämmerseelen. Novellen",2,Directed
"Bahr, Hermann","Der Weg ins Freie. Roman",2,Directed
"Bahr, Hermann","Die Rahl. Roman",2,Directed
"Bahr, Hermann","Tagebuch [Berlin: Paul Cassirer]",2,Directed
"Bahr, Hermann","O Mensch!",2,Directed
"Bahr, Hermann","Das weite Land. Tragikomödie in fünf Akten",2,Directed
"Bahr, Hermann","Bayreuth",2,Directed
"Bahr, Hermann","Erinnerung an Burckhard",2,Directed
"Bahr, Hermann","Buch der Sprüche und Bedenken",2,Directed
"Bahr, Hermann","Das Konzert",2,Directed
