Source,CorrID,Target,WorkID,Overallcount,Type,Label,Weight
"Felix Salten","2167","Der Schleier der Beatrice. Schauspiel in fünf Akten","29857","115","Directed","Felix Salten–Der Schleier der Beatrice. Schauspiel in fünf Akten","15"
"Felix Salten","2167","Der einsame Weg. Schauspiel in fünf Akten","29985","58","Directed","Felix Salten–Der einsame Weg. Schauspiel in fünf Akten","13"
"Felix Salten","2167","Die Zeit","35935","22","Directed","Felix Salten–Die Zeit","11"
"Felix Salten","2167","Liebelei. Schauspiel in drei Akten","29917","131","Directed","Felix Salten–Liebelei. Schauspiel in drei Akten","9"
"Felix Salten","2167","Die kleine Veronika","76513","8","Directed","Felix Salten–Die kleine Veronika","8"
"Felix Salten","2167","Zum großen Wurstel. Burleske in einem Akt","29951","12","Directed","Felix Salten–Zum großen Wurstel. Burleske in einem Akt","7"
"Felix Salten","2167","Das Märchen. Schauspiel in drei Aufzügen","29823","85","Directed","Felix Salten–Das Märchen. Schauspiel in drei Aufzügen","6"
"Felix Salten","2167","Der Ruf des Lebens. Schauspiel in drei Akten","29905","34","Directed","Felix Salten–Der Ruf des Lebens. Schauspiel in drei Akten","6"
"Felix Salten","2167","Anatol","29935","96","Directed","Felix Salten–Anatol","6"
"Felix Salten","2167","Der Hinterbliebene. Kurze Novellen","33301","7","Directed","Felix Salten–Der Hinterbliebene. Kurze Novellen","6"
"Felix Salten","2167","Freiwild. Schauspiel in 3 Akten","29899","62","Directed","Felix Salten–Freiwild. Schauspiel in 3 Akten","5"
"Felix Salten","2167","Der Weg ins Freie. Roman","29923","47","Directed","Felix Salten–Der Weg ins Freie. Roman","5"
"Felix Salten","2167","Die Insel. Monatsschrift mit Buchschmuck und Illustrationen","40598","5","Directed","Felix Salten–Die Insel. Monatsschrift mit Buchschmuck und Illustrationen","5"
"Felix Salten","2167","Der Schrei der Liebe. Novelle","76510","5","Directed","Felix Salten–Der Schrei der Liebe. Novelle","5"
"Felix Salten","2167","Abschiedssouper","30005","23","Directed","Felix Salten–Abschiedssouper","4"
"Felix Salten","2167","Das Vermächtnis. Schauspiel in drei Akten","30219","37","Directed","Felix Salten–Das Vermächtnis. Schauspiel in drei Akten","4"
"Felix Salten","2167","Dämmerseele","33776","6","Directed","Felix Salten–Dämmerseele","4"
"Felix Salten","2167","Morgen. Wochenschrift für deutsche Kultur","41630","5","Directed","Felix Salten–Morgen. Wochenschrift für deutsche Kultur","4"
"Felix Salten","2167","Der grüne Kakadu. Groteske in einem Akt","29843","46","Directed","Felix Salten–Der grüne Kakadu. Groteske in einem Akt","3"
"Felix Salten","2167","Reigen. Zehn Dialoge","29855","55","Directed","Felix Salten–Reigen. Zehn Dialoge","3"
"Felix Salten","2167","Lebendige Stunden. Vier Einakter","29863","38","Directed","Felix Salten–Lebendige Stunden. Vier Einakter","3"
"Felix Salten","2167","Die Frau mit dem Dolche","29865","14","Directed","Felix Salten–Die Frau mit dem Dolche","3"
"Felix Salten","2167","Literatur","29869","16","Directed","Felix Salten–Literatur","3"
"Felix Salten","2167","Das weite Land. Tragikomödie in fünf Akten","30207","30","Directed","Felix Salten–Das weite Land. Tragikomödie in fünf Akten","3"
"Felix Salten","2167","Olga Frohgemuth. Erzählung","30317","3","Directed","Felix Salten–Olga Frohgemuth. Erzählung","3"
"Felix Salten","2167","Frau Bertha Garlan. Roman","30486","30","Directed","Felix Salten–Frau Bertha Garlan. Roman","3"
"Felix Salten","2167","Quer durch den Wurstelprater","30969","3","Directed","Felix Salten–Quer durch den Wurstelprater","3"
"Felix Salten","2167","Der Wiener Korrespondent","31293","3","Directed","Felix Salten–Der Wiener Korrespondent","3"
"Felix Salten","2167","Arthur Schnitzler und sein »Reigen«","31401","4","Directed","Felix Salten–Arthur Schnitzler und sein »Reigen«","3"
"Felix Salten","2167","Das gelobte Wien","31713","3","Directed","Felix Salten–Das gelobte Wien","3"
"Felix Salten","2167","Der Gemeine. Schauspiel in drei Aufzügen","32426","5","Directed","Felix Salten–Der Gemeine. Schauspiel in drei Aufzügen","3"
"Felix Salten","2167","Begräbnis","34361","4","Directed","Felix Salten–Begräbnis","3"
"Felix Salten","2167","Neue Freie Presse","36374","36","Directed","Felix Salten–Neue Freie Presse","3"
"Felix Salten","2167","Wiener Allgemeine Zeitung","39950","5","Directed","Felix Salten–Wiener Allgemeine Zeitung","3"
"Felix Salten","2167","Die Schaubühne","41564","3","Directed","Felix Salten–Die Schaubühne","3"
"Felix Salten","2167","Der Hund von Florenz","76509","3","Directed","Felix Salten–Der Hund von Florenz","3"
"Felix Salten","2167","Die Gedenktafel der Prinzessin Anna","76511","3","Directed","Felix Salten–Die Gedenktafel der Prinzessin Anna","3"
"Felix Salten","2167","Heldentod","76518","3","Directed","Felix Salten–Heldentod","3"
"Felix Salten","2167","Herr Wenzel auf Rehberg. Novelle","76519","3","Directed","Felix Salten–Herr Wenzel auf Rehberg. Novelle","3"
"Felix Salten","2167","Vom andern Ufer. Einakter","76527","3","Directed","Felix Salten–Vom andern Ufer. Einakter","3"
"Felix Salten","2167","Flucht","93681","3","Directed","Felix Salten–Flucht","3"
"Felix Salten","2167","Studie","93842","3","Directed","Felix Salten–Studie","3"
"Felix Salten","2167","Wiener Allgemeine Montags-Zeitung","143251","3","Directed","Felix Salten–Wiener Allgemeine Montags-Zeitung","3"
"Felix Salten","2167","Artifex","29821","5","Directed","Felix Salten–Artifex","2"
"Felix Salten","2167","Der Hinterbliebene","29839","2","Directed","Felix Salten–Der Hinterbliebene","2"
"Felix Salten","2167","Lieutenant Gustl. Novelle","29853","31","Directed","Felix Salten–Lieutenant Gustl. Novelle","2"
"Felix Salten","2167","Die letzten Masken","29877","11","Directed","Felix Salten–Die letzten Masken","2"
"Felix Salten","2167","Zwischenspiel. Komödie in drei Akten","29903","26","Directed","Felix Salten–Zwischenspiel. Komödie in drei Akten","2"
"Felix Salten","2167","Dämmerseelen. Novellen","29921","9","Directed","Felix Salten–Dämmerseelen. Novellen","2"
"Felix Salten","2167","Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen","29937","40","Directed","Felix Salten–Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen","2"
"Felix Salten","2167","Die Andere","29999","6","Directed","Felix Salten–Die Andere","2"
"Felix Salten","2167","Sterben. Novelle","30117","52","Directed","Felix Salten–Sterben. Novelle","2"
"Felix Salten","2167","Symphonie Nr. 3 D-Moll","30123","4","Directed","Felix Salten–Symphonie Nr. 3 D-Moll","2"
"Felix Salten","2167","Die griechische Tänzerin. Novellette","30167","4","Directed","Felix Salten–Die griechische Tänzerin. Novellette","2"
"Felix Salten","2167","Agnes Jordan. Schauspiel in fünf Akten","30474","6","Directed","Felix Salten–Agnes Jordan. Schauspiel in fünf Akten","2"
"Felix Salten","2167","Die Frage an das Schicksal","30749","12","Directed","Felix Salten–Die Frage an das Schicksal","2"
"Felix Salten","2167","Der Tod Georgs","31535","33","Directed","Felix Salten–Der Tod Georgs","2"
"Felix Salten","2167","Theater, Kunst und Literatur [Agnes Jordan nicht am Burgtheater]","31913","2","Directed","Felix Salten–Theater, Kunst und Literatur [Agnes Jordan nicht am Burgtheater]","2"
"Felix Salten","2167","Russisches Theater. II","32428","2","Directed","Felix Salten–Russisches Theater. II","2"
"Felix Salten","2167","Bühnenvertrieb","32516","2","Directed","Felix Salten–Bühnenvertrieb","2"
"Felix Salten","2167","Theater","32518","4","Directed","Felix Salten–Theater","2"
"Felix Salten","2167","Der grüne Kakadu – Paracelsus – Die Gefährtin. Drei Einakter","32562","28","Directed","Felix Salten–Der grüne Kakadu – Paracelsus – Die Gefährtin. Drei Einakter","2"
"Felix Salten","2167","Schiller-Feier","35933","2","Directed","Felix Salten–Schiller-Feier","2"
"Felix Salten","2167","Neue Deutsche Rundschau","36152","15","Directed","Felix Salten–Neue Deutsche Rundschau","2"
"Felix Salten","2167","B.Z. am Mittag","58435","2","Directed","Felix Salten–B.Z. am Mittag","2"
"Felix Salten","2167","Neue Menschen auf alter Erde. Eine Palästinafahrt","76524","2","Directed","Felix Salten–Neue Menschen auf alter Erde. Eine Palästinafahrt","2"
"Felix Salten","2167","Judith. Eine Tragödie in fünf Aufzügen","76689","2","Directed","Felix Salten–Judith. Eine Tragödie in fünf Aufzügen","2"
"Felix Salten","2167","Die Gespräche des göttlichen Pietro Aretino","93839","2","Directed","Felix Salten–Die Gespräche des göttlichen Pietro Aretino","2"
"Felix Salten","2167","Künstler sollen reden","142675","2","Directed","Felix Salten–Künstler sollen reden","2"
"Felix Salten","2167","Der gute König Dagobert. Lustspiel in vier Aufzügen","142698","2","Directed","Felix Salten–Der gute König Dagobert. Lustspiel in vier Aufzügen","2"
"Felix Salten","2167","Burgtheater. »Das weite Land.« Tragikomödie von Arthur Schnitzler","142702","2","Directed","Felix Salten–Burgtheater. »Das weite Land.« Tragikomödie von Arthur Schnitzler","2"
"Felix Salten","2167","Fünf Minuten Amerika","143007","2","Directed","Felix Salten–Fünf Minuten Amerika","2"
"Felix Salten","2167","Schiller-Zeit 1805 * 1905","143374","2","Directed","Felix Salten–Schiller-Zeit 1805 * 1905","2"
"Felix Salten","2167","Das Buch der Könige","143503","2","Directed","Felix Salten–Das Buch der Könige","2"
"Felix Salten","2167","Berliner Theater. (»Der Schleier der Beatrice« von Arthur Schnitzler.)","144087","7","Directed","Felix Salten–Berliner Theater. (»Der Schleier der Beatrice« von Arthur Schnitzler.)","2"
"Felix Salten","2167","Muza","144337","2","Directed","Felix Salten–Muza","2"
"Felix Salten","2167","Schlange","145084","2","Directed","Felix Salten–Schlange","2"
"Felix Salten","2167","Wiener Allgemeine Rundschau","167898","2","Directed","Felix Salten–Wiener Allgemeine Rundschau","2"
"Felix Salten","2167","Die Weber. Schauspiel aus den vierziger Jahren","29827","5","Directed","Felix Salten–Die Weber. Schauspiel aus den vierziger Jahren","1"
"Felix Salten","2167","Die Gefährtin. Schauspiel in einem Akt","29845","13","Directed","Felix Salten–Die Gefährtin. Schauspiel in einem Akt","1"
"Felix Salten","2167","Marionetten. Drei Einakter","29859","7","Directed","Felix Salten–Marionetten. Drei Einakter","1"
"Felix Salten","2167","Wienerinnen. Lustspiel in drei Akten","29885","4","Directed","Felix Salten–Wienerinnen. Lustspiel in drei Akten","1"
"Felix Salten","2167","Tristan und Isolde","29897","7","Directed","Felix Salten–Tristan und Isolde","1"
"Felix Salten","2167","Komtesse Mizzi oder: Der Familientag","29931","4","Directed","Felix Salten–Komtesse Mizzi oder: Der Familientag","1"
"Felix Salten","2167","Hamlet","30009","8","Directed","Felix Salten–Hamlet","1"
"Felix Salten","2167","Buch der Sprüche und Bedenken","30053","14","Directed","Felix Salten–Buch der Sprüche und Bedenken","1"
"Felix Salten","2167","Das Schicksal des Freiherrn von Leisenbohg. Novellette","30057","5","Directed","Felix Salten–Das Schicksal des Freiherrn von Leisenbohg. Novellette","1"
"Felix Salten","2167","Denksteine","30145","3","Directed","Felix Salten–Denksteine","1"
"Felix Salten","2167","Morgenandacht","30151","4","Directed","Felix Salten–Morgenandacht","1"
"Felix Salten","2167","Anfang vom Ende","30181","3","Directed","Felix Salten–Anfang vom Ende","1"
"Felix Salten","2167","Familie","30195","8","Directed","Felix Salten–Familie","1"
"Felix Salten","2167","Professor Bernhardi. Komödie in fünf Akten","30203","18","Directed","Felix Salten–Professor Bernhardi. Komödie in fünf Akten","1"
"Felix Salten","2167","Der Schleier der Pierette. Pantomime in drei Bildern","30215","4","Directed","Felix Salten–Der Schleier der Pierette. Pantomime in drei Bildern","1"
"Felix Salten","2167","Gabriel Schillings Flucht. Drama","30357","1","Directed","Felix Salten–Gabriel Schillings Flucht. Drama","1"
"Felix Salten","2167","Paracelsus. Versspiel in einem Akt","30403","7","Directed","Felix Salten–Paracelsus. Versspiel in einem Akt","1"
"Felix Salten","2167","Das Kind","30437","16","Directed","Felix Salten–Das Kind","1"
"Felix Salten","2167","Der Dornenweg. Schauspiel in drei Aufzügen","30457","1","Directed","Felix Salten–Der Dornenweg. Schauspiel in drei Aufzügen","1"
"Felix Salten","2167","Andreas Thameyers letzter Brief","30647","2","Directed","Felix Salten–Andreas Thameyers letzter Brief","1"
"Felix Salten","2167","Das neue Lied","30655","6","Directed","Felix Salten–Das neue Lied","1"
"Felix Salten","2167","Elga","30693","2","Directed","Felix Salten–Elga","1"
